2.5	3	0.24
3.7	3.7	0.282
3.4	4	0.521
1.3	2.8	0.721
-1.1	-0.4	0.781
-1	-0.5	0.853
-0.2	0.6	0.947
-0.4	1	0.915
-1.2	-0.3	0.919
-1.7	-0.6	0.941
-2.8	-2	0.938
-2.6	-1.2	0.944
-3	-2.4	0.923
0.1	0.5	1.199
0.1	0.8	1.383
2.3	3.5	1.231
1.4	2	1.052
1.1	1.5	0.959
-1.8	-1.6	0.896
-2.4	-2.3	0.771
4.8	6.6	0.713
2.1	3.7	0.685
4.4	7.2	0.734
2.1	2.7	0.798
0.7	1.5	0.798
0.1	2.2	0.744
3.7	5.5	0.791
3.7	5.6	0.864
3.5	4.4	0.863
2.2	3.5	0.879
2.2	2.7	0.986
6.2	7.2	1.007
3.7	4.1	1.044
0.5	1.8	1.115
-1.6	0.1	1.282
-1.9	-1	1.393
-1.6	-0.6	1.487
0.6	1.9	1.466
-1.9	-0.7	1.339
-2.5	-0.8	1.402
-4.4	-2.9	1.388
-6.9	-7.9	1.369
-6.3	-5.3	1.358
-6.2	-5.1	1.348
-2.8	-6.1	1.336
0.6	0.8	1.325
0.4	1.3	1.315
-1.8	-0.4	1.303
-0.2	0.8	1.292
-1.1	0.8	1.282
-1.8	-1.4	1.27
-1.8	-0.8	1.259
0	-0.1	1.152
-1.1	-0.2	1.148
0.6	1.8	1.115
0.4	0.2	1.025
-1.8	-3.1	1.066
-0.3	-0.2	1.203
-0.6	0.1	1.387
-0.9	-0.1	1.416
-0.5	-0.1	1.456
-2.8	-2.3	1.455
-5.4	-6.8	1.447
-4.7	-4	1.318
-3.6	-2.3	1.203
-3.7	-2.4	1.149
-1.8	-1	1.148
2.9	3.5	1.047
0.9	2.4	0.996
-0.6	0.4	1.515
-1.3	0.5	5.574
-3.4	-2.3	7.244
-5.8	-4.1	5.692
-7.7	-7.8	4.777
-10.7	-11.5	4.197
-13.3	-13.1	2.943
-6.3	-5.4	2.829
-0.9	0.1	2.845
-1.7	-0.2	2
3.2	4.2	1.936
3.3	3.7	2.947
4.6	6.3	8.838
3.9	4.1	21.884
5.7	6.5	34.603
2.8	3.7	46.757
2.1	3.5	39.538
5.7	7.1	27.337
5.4	5	20.193
5.7	5.3	19.61
6.6	8.8	18.923
3	4.4	14.896
2.5	3.6	14.35
2.2	3.3	25.752
1.8	4.3	24.142
1.8	3.5	18.221
0.4	1.3	14.683
0.9	1.1	12.53
1.4	3.4	11.708
-0.9	-0.4	10.895
-0.1	1.2	13.245
0.7	1.9	15.482
0.3	1.7	14.082
-2.7	-0.7	12.649
-2.6	-1.2	12.246
0.6	0.8	11.343
1.1	2.8	9.76
2.4	3.8	8.751
2.3	3.3	8.955
2.8	4	18.467
6	3	23.852
5.4	6.4	18.523
5.2	6.1	15.087
1.9	2.6	12.864
2.7	4.5	11.748
0.1	1.3	10.846
-0.6	0.3	11.149
2.2	3.5	14.683
6	7.7	15.702
8.2	9.2	14.204
8.3	8.6	13.705
1.6	1.5	18.226
3.2	5	42.878
1.2	2.5	67.515
3.2	4	80.28
5.9	7.1	62.299
0.5	1.2	39.68
1.1	1.6	32.586
0.1	1.4	38.27
0.2	1.1	42.626
1	2.1	41.806
3.4	3.9	34.321
3.9	4.4	27.873
5.1	5.4	23.718
9	8.1	21.36
9.1	8.5	16.849
6.5	7.8	14.864
7.7	8.6	13.865
7.2	8.7	14.965
6.1	5.8	15.969
8.9	9.7	18.227
5	5.4	25.823
4.5	5.9	27.744
6.1	7.4	47.886
7	8.3	51.479
10.5	10.8	39.911
10.4	10.7	28.584
9	8.6	22.206
4.2	4.6	18.146
4.5	5.9	14.163
3	4.5	9.84
6	7	10.243
6.7	7.9	9.728
7.4	10.9	8.839
8	9.3	7.719
7.6	7.8	6.572
10.5	10.9	7.26
14.1	13.4	7.077
10.9	11.8	6.624
16.3	15.1	6.366
14.4	14.6	6.027
16.4	17.5	4.474
16.3	16.2	3.526
18.3	17.5	3.492
21.3	20.4	3.895
21.2	20.7	3.846
18.7	18.7	3.952
12.4	12.7	3.866
16.1	16	4.692
19.3	18.1	5.379
19.4	19.9	4.953
19.7	19.1	4.441
19.3	18.4	3.88
20.6	17.9	2.933
15.8	17.2	2.329
15.8	16	2.262
17.2	17	2.181
17.9	17.5	2.084
18.7	20	2.054
22.3	20.9	2.003
20.4	21.6	1.645
19.4	19.3	1.633
20.4	20.2	1.577
21.4	21.5	1.518
15.2	15.8	1.442
14.1	14.8	1.218
18.1	17.6	1.154
19.1	19.3	1.168
21.7	21.5	1.204
21.4	22.4	1.328
14.7	15.6	1.523
11	12.2	1.626
10.1	11.5	1.784
12.7	14.3	1.736
10.4	11.5	1.755
10.8	11.9	2.048
15.2	16.2	2.362
19.3	20	2.26
17.9	17.4	1.95
18.3	18.8	1.853
14.8	16.1	1.924
10.2	11.5	3.125
12.2	14.2	4.203
12.2	10.9	4.618
13.8	14.8	3.817
19.3	19.7	3.075
21.3	22.9	2.684
20.7	22.5	2.365
22.1	22	2.087
17.1	17.9	1.896
11.8	14	2.186
14	15	2.137
21.1	20.8	2.043
24.4	24.4	1.847
26.8	26.4	1.616
19.7	21.3	1.427
23	24.8	1.158
22.4	23.5	0.963
16.4	17.7	0.908
12.3	13.1	0.712
12.5	13.4	0.623
16.3	16	0.666
20.8	21.7	0.693
24.9	25.3	0.711
26.3	26.5	0.69
23.5	26.3	0.623
16.3	16.5	0.54
15.1	16.3	0.469
11.9	13.3	0.617
11.9	12.3	0.865
12.2	12.6	1.055
13.7	14.9	1.034
10.9	12.5	1.033
14.2	15.7	0.983
18.9	19.5	0.878
19.2	18.9	0.557
21.7	22.8	0.512
19.9	20.9	0.542
16	17.8	0.619
16.8	18.2	0.639
18.2	17.9	0.633
12.3	12.8	0.646
14	15.2	0.675
15.7	16.4	0.702
13.3	14.1	0.901
13	13.5	0.96
12	15.2	1.044
12.3	14.3	1.126
12.4	14.3	1.175
12.4	12.8	1.315
12.9	13.6	1.372
14.6	15.4	1.554
14.6	16.2	1.847
14.4	14.6	1.957
13.4	14.4	1.776
14.8	16.6	1.548
18.1	19.3	1.317
20.3	19.6	1.189
17.4	19.4	1.121
17	17.7	1.213
16.9	18.6	1.427
18.5	19.2	1.649
14.3	15.4	1.585
15.8	17	1.337
15.7	16.8	1.257
18.3	19.1	1.248
20.4	21.7	1.125
19.7	20.7	1.028
17.9	20.3	0.997
19	19	0.929
19.4	19.9	0.772
16.5	17.4	0.672
16.2	16.7	0.706
17.2	17.3	0.667
20.9	20.9	0.646
20.4	20.7	0.647
21	20.9	0.654
22.7	21.2	0.615
23.8	22.7	0.561
24.7	25.1	0.551
23	22.7	0.579
22.8	23	0.506
20.6	21.9	0.398
23.9	24.1	0.403
27	26.2	0.424
25.5	24	0.396
16.5	17.5	0.481
19.4	17.3	0.683
18.1	18.4	1.002
15	16.2	1.258
16.5	15.3	1.277
18.3	17.3	1.11
18.8	18.2	1.153
17.1	17.4	0.943
18	18.1	0.893
18.8	18.9	0.819
18.2	18.6	0.767
15.1	17	0.75
12.5	13.9	0.696
11.9	12.7	0.652
10.8	10.5	0.623
11.4	12	0.705
11.8	13.2	0.925
12.3	14.5	0.997
16.1	16.8	0.993
19.1	17.6	1.019
18.2	18.1	1.042
17.5	17.7	1.07
18.4	18.8	1.017
15.1	16.2	0.965
14.1	15.1	0.864
14.2	15.9	0.844
12.3	13.4	0.759
11.9	10.4	0.664
9.2	10.2	0.644
9.9	11.7	0.616
8.9	9.8	0.615
12.4	13.2	0.67
11	11.5	1.054
10.4	10.4	1.431
10.6	10.5	1.286
12.8	11.7	1.4
14.5	14.2	1.765
15.5	14.9	1.708
16.1	16.1	2.028
17.4	17.5	2.048
16.4	17.2	1.658
13.9	16.7	1.344
14.7	14.5	1.957
14	14.8	2.583
15	14.8	2.366
11.1	12.3	2.111
11.1	10.6	2.116
8.6	9.2	1.927
8	8.7	2.042
8.8	10.2	3.407
12.5	13.6	4.136
14.9	14.7	4.625
18.4	17.3	4.338
18.1	16.9	3.82
18.1	17.7	3.611
16.5	15.6	2.689
13.4	13	1.83
11.7	11.5	1.33
11.9	11.9	1.213
11.4	11.6	1.33
9.3	7.4	0.976
8.3	7.7	0.477
7.9	7	0.409
5.8	6.2	0.395
11.7	12.7	0.32
9	10.5	0.253
8	8.9	0.265
10	11.2	0.238
10.3	10	0.305
10.3	9.4	0.307
10.4	10.9	0.385
7.1	8	0.391
8.7	8.8	0.392
10.5	9.9	0.383
7.3	8.1	0.446
4.8	5.2	0.494
9	10.1	0.464
7.6	7.5	0.415
7.4	7	0.43
6.4	6.3	0.448
4.1	4	0.723
3.9	4.2	1.393
4.7	4.9	1.175
8.1	6.9	1.283
7	5.9	1.342
6.4	6.9	1.326
6	6.2	1.346
8.1	8.2	1.403
3.6	3.7	1.414
3.1	2.1	1.46
6.1	6.5	1.43
6.5	7.1	1.494
5.9	6.1	1.553
9.3	7.4	1.512
6.3	5.6	1.396
6.1	6.5	1.395
5	5.7	1.406
4.3	5.8	1.597
3.7	4	2.104
6	5.7	2.914
3	2.9	3.019
1.9	1.7	2.412
1.9	2.6	2.117
2	2.9	1.984
4.6	5	1.793
2.7	3.9	1.613
3.7	4	1.613
1.6	2.7	1.528
3.9	3.8	1.431
4.6	4.4	1.431
6.2	6.9	1.41
5.2	5.3	1.394
7.5	7.4	1.394
8.5	9.4	1.457
6.6	7.3	1.458
4.1	5.1	1.538
2	3.6	1.618
0.5	1.3	1.53
-0.2	0.8	1.656
-0.5	-0.1	1.757
-2.2	-2.9	1.707
-4.6	-5.5	1.626
-5.5	-5.8	1.531
-6.5	-6.3	1.463
-3.9	-4	1.312
-3	-3.4	1.135
-0.7	-0.8	1.099
0.4	1.3	1.09
-0.2	0.4	1.207
-2.3	-1.2	1.222
-1.4	-2	1.231
-2.7	-2.7	1.251
-4.8	-5.3	1.31
-1.4	-1.9	1.353
-0.1	1	1.352
1.7	2.5	1.338
1.6	1.4	1.343
4	4	1.359
2.6	2.7	1.564
2.1	2.1	3.385
0.3	1.4	5.57
0.1	0.4	5.677
-1.7	-1	5.141
-4.8	-2.4	4.407
-8	-5.8	3.314
-4.9	-4	2.277
-3.8	-4.5	2.329
-3.5	-4.2	2.228
-2.3	-1.6	2.02
-0.5	0.1	1.83
-0.4	0.2	1.75
-0.5	0.6	1.719
-2	-0.6	1.64
-1.9	-0.5	1.637
-1.1	0.2	1.657
-0.1	0.8	1.647
1.7	2.5	1.607
1.5	2.5	1.617
0.8	2.2	1.718
1.4	1.1	1.914
-0.1	0.5	2.056
1.1	2.4	2.056
-0.2	0.8	1.996
-1.7	-0.8	1.896
-4.9	-5	1.856
-4.9	-4.1	1.846
-1	-0.4	1.836
4.2	4.8	1.826
6.4	8.6	1.816
6.2	5.4	2.31
6.5	4.6	5.361
3.5	3.4	7.305
1.6	1.5	7.085
2.1	1.3	6.332
4.5	3.2	5.469
2.4	2.6	4.536
2.1	2.9	3.967
-0.6	-0.4	3.554
2	0.6	3.208
1.3	1	3.034
-0.1	0.2	2.553
1.3	1.9	2.043
1.4	1.9	1.934
2.4	3.6	1.987
0.4	1.5	2.157
-2	-1.1	2.29
-6.4	-4.7	2.732
-6.4	-4	3.104
-3.8	-1.9	2.992
-3.6	-2.6	2.631
-0.3	0.4	2.493
0.7	1.7	2.238
0.3	1.8	2.127
1.8	2.9	2.097
3.7	4.2	2.027
1.4	2.2	2.016
0.6	1.2	2.062
2.6	3.6	2.356
5.5	6	2.811
4.7	5.2	2.922
8.4	9.7	2.886
8.8	10	3.043
11.7	13.8	3.29
6	8	3.621
4.4	5.4	4.126
2.1	2.2	4.586
4	5.6	5.174
4.7	6.6	5.107
5	6.6	4.829
3.2	4.7	4.843
-0.5	0.9	7.225
-1.8	0.1	8.234
1.5	2.6	7.322
3.5	4.6	6.342
9.4	10.1	6.083
5.9	7.1	7.422
-1.7	0.5	13.54
-2	2	16.978
0.2	1.7	33.836
2.2	3	24.38
6.1	6.9	15.235
6.9	7.5	11.239
8.7	10.5	8.619
11.2	10.8	7.327
13.8	15.7	6.666
14.3	14.4	5.989
6.2	7.3	5.324
6.4	6.6	4.252
8.8	9.8	3.622
5.7	6.5	3.834
6.1	5.8	5.534
4.6	8.7	27.291
10.4	10.6	39.256
6	8.4	21.621
0.2	1.5	14.619
0.5	1.4	9.428
1.6	2.9	7.413
3.9	6.2	7.132
4.8	5.5	6.879
5.4	6.7	8.279
4.3	7	9.559
4.8	5.9	9.077
5.9	6.2	7.983
4.4	4.7	6.313
4.8	6.6	5.495
10.2	9.4	5.342
15.3	14.1	4.548
8.5	9.6	3.397
10.7	13.2	3.844
10.1	12.9	4.044
15.7	14.8	3.736
18.8	18.9	3.988
22.2	21.4	3.89
19.1	19.3	3.645
21.3	20.7	3.405
18.9	18.2	2.906
15.2	17.7	1.717
11.9	11.2	2.079
10	10.7	2.979
15.8	15.4	3.685
16.5	14.9	3.814
16.7	16.7	3.593
16.4	15.5	3.1
12.9	13.5	2.72
14.1	17.3	2.493
17	19.2	2.306
14.4	15	2.176
16.4	18.8	2.104
19.6	20	2.048
11.7	12.1	1.826
10.8	11	1.696
13	12.7	2.179
15.5	17.4	2.393
13	16.4	2.374
16	15.5	2.266
17.5	18.1	2.048
21.1	17.5	1.895
16.9	17.2	1.747
17.4	18.2	1.597
16.7	17.5	1.429
19.1	21.7	1.303
15.6	18.4	1.392
12	14	1.548
11.6	11.5	1.679
12	12.7	1.581
10.2	10.2	1.666
8.6	9.7	1.636
12.4	12.9	1.587
15.3	16.7	1.599
15.3	18.4	1.524
13.7	15.3	1.483
12.7	14.9	1.646
14.3	15.4	1.849
9.5	11.1	2.116
12.6	13.3	1.96
15.6	15.2	1.982
15.8	19.3	1.908
19	21.9	1.756
16.7	16.9	1.716
14.7	15.5	1.639
14.6	15.9	1.583
13.9	14	1.569
15	15.7	1.648
15.9	15.9	1.647
11.7	13.6	1.579
12.4	12.5	1.571
16.3	16.9	1.589
17	18	1.528
18.9	18.7	1.411
22	21.1	1.241
20.8	20.3	1.063
19.4	21	0.785
21.4	24.5	0.895
17	19.5	0.802
14.5	16.3	0.699
17.5	17.7	0.91
19.7	19.3	1.098
21.3	20.6	1.12
24.3	22.1	1.177
25.6	22	1.11
17.8	16.8	1.091
16	18.2	1.121
19.1	20	1.154
16.6	17.2	1.186
19.7	18.6	1.175
17.9	18.4	1.139
24.1	23.9	1.072
24.4	23.3	1.044
16.9	18.3	0.953
13.9	14.8	0.834
17.3	18.5	0.858
15.2	15.7	0.875
16.1	15.4	1.018
15.4	16.1	1.473
18.8	19.2	7.406
20.4	20.5	16.243
17.9	17.7	11.132
18	19.2	6.08
19.9	21.2	5.028
20.7	21.8	4.749
22.7	22.6	4.578
21.6	22	3.911
21.3	21.5	2.403
24	24	1.937
19.2	18	1.661
21.5	21.7	1.003
21.8	21.7	0.73
17.9	18.7	0.855
15.6	16.6	3.028
17.9	19	10.152
18.2	19.5	10.432
18.8	19.3	7.725
19.7	19.4	5.155
15	17	3.901
14.5	14	4.185
15.5	15.9	5.281
16.6	17.3	5.995
20.9	21.3	4.908
24.9	24.4	4.019
24.7	24.4	3.211
22.4	23.9	2.218
24.7	25.7	2.131
24.9	24.3	1.955
21.4	21.1	1.983
19	19.6	2.009
20.2	20.8	2.939
21	21.6	15.691
20.7	20.9	16.23
21.5	23.3	6.962
17.6	22.3	5.016
18.7	16.9	3.946
14.5	14.8	4.47
13.5	13.5	6.33
16.7	15.7	5.531
15.1	15.1	4.313
13.4	14.6	3.191
12.7	15	4.271
16.5	17.8	9.58
14.9	15	12.352
13.8	14.1	9.261
13.5	14.3	7.108
12.1	13.5	6.104
11.9	11.7	5.449
9.1	10.4	4.802
9.2	9.7	4.668
10.3	12.1	5.643
9.8	11.4	8.959
11	11.7	16.288
11.2	12.3	13.553
11.1	12	12.093
9.6	10.8	13.784
10.7	10.9	12.667
8.8	11	14.484
11.8	12.7	29.53
13.3	13.6	58
12.7	12.4	78.449
10.9	11.8	70.258
12.1	13.4	39.597
12.4	13.7	23.65
11.9	13	16.427
10.2	12.6	14.711
10.7	12.3	14.413
12	13.1	12.759
14.9	14.6	11.031
13.9	14.8	9.906
15.1	15.9	9.06
18	19.9	6.317
17.6	18	5.616
12.3	14	6.408
12.5	12.9	6.448
12.8	10.8	6.452
15.3	15.1	6.754
15.3	15.5	6.85
14.3	14.6	6.779
13.6	12.9	6.854
13	14	6.818
13.5	14.8	6.654
12.2	12.6	6.352
14.9	12.3	6.566
15.1	14.2	6.596
9.7	11.1	6.176
12.6	13.1	6.086
12.4	12.6	5.924
12.2	12.5	5.868
11.7	12.4	5.855
11.7	13	5.779
11.3	12.1	5.664
9.3	9.9	5.571
7.9	8.3	5.709
8.6	9.6	5.431
8.7	8.7	3.517
6.3	6.6	3.378
7.9	9.7	3.055
8.2	8.9	0.805
10.6	11.8	0.534
10.9	12.3	0.473
5.9	6.7	0.49
5.2	5.6	1.56
6.4	7.8	2.448
7	8.1	2.638
4.6	5.9	2.862
3.8	4.6	2.772
6.9	8.1	2.797
7.6	8.8	2.791
0.3	1.2	4.135
-0.2	0.2	16.096
-1.6	-0.6	17.743
0.2	0.4	10.398
1.2	2.8	7.251
-1	-0.4	6.393
-3.2	-1.8	5.784
2.1	2	5.068
-1.5	-0.7	4.383
-0.5	-0.1	4.186
2.5	3.4	4.013
1.6	2.5	4.003
2.3	3.5	3.924
2.1	3.5	3.862
0.1	1.2	3.787
0.1	0.9	11.518
-1.4	-0.8	19.925
-2	-1.3	13.214
-0.4	0.3	9.269
0.8	1.6	8.204
1.1	2.9	7.963
0.5	1.5	9.982
-1.7	-0.4	20.194
-3.7	-1.6	32.016
-4.2	-2.7	21.219
-2.4	-1.1	13.374
-0.3	1.8	10.71
0.7	2	10.191
0.7	1.8	11.483
-3.8	-2.6	13.351
-4.9	-4.7	13.069
-3.2	-1.8	11.21
-0.5	0.6	9.466
0.4	0.8	8.296
-11.6	-8.7	7.899
-8.6	-9.5	7.296
-6.1	-6.8	5.429
-5.1	-4.7	5.163
-3	-1.7	5.285
-0.8	0	5.184
0.3	1.8	4.881
-6	-4.7	4.738
-4.8	-4	4.752
-2.5	-1.2	4.639
-8.4	-8	4.54
-8.6	-9.5	4.767
-0.8	1.8	3.984
-0.4	1	3.781
-3.6	-1.7	3.769
0.2	1.6	3.757
-0.3	0.7	3.732
-2.5	-1.6	3.737
-5.7	-4.1	3.729
-4	-2.6	3.719
-3.1	-2	3.666
-11.1	-11.5	3.534
-14.9	-17.2	3.456
-13.8	-16.2	3.383
-11	-12.9	3.205
-4	-3	3.318
-0.8	0.1	3.576
-1.7	-0.1	3.581
-4.6	-3.9	3.696
-7.3	-7	3.679
-4.7	-4	3.604
-4.1	-3	3.469
-6.5	-5.3	3.449
-4.5	-3.5	3.484
-5.8	-4.3	3.399
-4.7	-3.7	3.359
-3.2	-2.1	3.336
-0.9	0.8	3.297
2.6	3.9	3.287
4.2	4.7	3.364
3.5	6.1	9.347
3.6	4	43.367
5.4	4.2	65.005
2.5	2.9	57.945
4.4	5.8	45.49
5.9	7.1	50.29
8.1	9.9	57.346
6.6	8.2	65.912
7.7	8	83.052
3.5	4.8	89.761
6.7	7.7	82.246
8.1	6.9	51.439
7.1	5.6	29.352
4.7	3.7	22.37
6.3	5.6	18.736
3.5	4.3	16.362
4.2	4.7	14.738
4.2	5.2	13.356
7.9	8.9	10.786
4.9	6	10.165
6.8	7.6	14.434
9.4	10.8	27.924
3.8	5.7	30.064
0.2	1.2	38.163
1.4	0.4	50.823
3.8	2.4	44.044
3.7	4	27.525
2.9	3.6	20.18
1.7	2.8	17.025
3.5	4.9	15.053
-1.1	0.9	14.17
-1.6	-1.2	26.233
-0.4	2.1	34.578
-0.2	1.3	25.871
0.3	1.4	33.823
5.4	7.9	35.364
4.5	6.6	33.206
3	4.3	54.463
4.7	5.3	74.209
1.5	2.1	83.136
0.3	1.6	57.842
2.1	2.8	31.806
4.9	5.1	22.963
6.5	7.3	19.599
6.5	7.4	17.241
4.1	4.8	14.011
5.6	6.2	13.31
4.2	5.1	13.326
9.4	7	12.226
9.5	7.6	11.207
13.3	10.4	8.57
5.6	6.6	8.349
3.6	4.9	8.555
3.4	4.9	8.487
8	7.5	8.149
8.8	7.6	7.978
7	7.5	6.894
5.5	7.8	5.789
6.1	6.6	7.046
3.4	4.4	7.845
1.6	1.9	8.627
0.9	2.2	9.478
0.5	2	9.058
1.1	2.8	8.489
0.7	2	7.89
4.3	3.6	7.037
7.8	7.5	6.676
10.5	9.4	6.355
14.2	10.5	6.192
11.2	10.2	5.689
10.7	9.4	5.456
9.7	9.6	5.407
7.4	7.6	4.97
1.8	3.3	4.551
0.1	1.7	4.837
1.3	2.5	4.787
5.6	4.7	4.697
6.1	4.3	4.697
6.7	6.7	4.558
7	7.9	4.615
8.7	9.6	4.416
8.7	9.4	4.196
9.5	10.3	4.248
4.9	5.5	4.549
7.5	9.6	5.606
10.7	11.4	11.605
9.8	10.7	12.46
9.2	11.1	9.367
11.1	11.1	8.401
11.5	11.3	6.551
11.2	12.3	6.024
13.4	13.1	5.977
11	11.3	5.986
12.3	13.5	5.56
15.1	15.6	5.206
8.7	9.1	5.056
11.8	12.4	4.849
11.2	12.9	5.151
10.8	12.8	4.835
16.8	17.9	4.637
18.6	18.9	4.546
20.7	20.9	4.186
22.5	22.6	4.063
11.3	11.6	3.297
15	15.2	3.067
17.6	16	3.534
18.6	19.4	3.804
19.7	20.3	3.854
18.6	19.3	3.734
16.3	17.1	3.443
17.8	17.1	3.336
17.6	17.8	3.275
17.5	17.9	3.305
13.2	15.2	3.224
17.1	19.5	2.917
20.7	22.4	2.205
17.7	19.6	2.007
16.1	15.5	2.142
14.9	15.4	2.135
19.2	18.4	1.977
18.8	18.7	2.026
20.5	20.6	2.067
16.6	16.8	2.073
18.1	19.2	1.997
12.8	13.3	2.016
14.9	15.5	2.136
16.2	16.9	2.199
15.6	16.3	2.352
16	16.3	2.274
16.6	17.5	2.107
13.2	14.5	2.005
14.5	16.7	1.599
17.7	18.7	1.364
21.6	20.6	1.325
21.3	21.2	1.33
15.4	16.4	1.288
16.2	16.6	1.279
14.4	15	1.483
15.9	16.3	1.923
16.4	16.7	2.226
14.9	16.3	2.157
17.2	18.4	2.113
20	19.2	2.086
16.2	18	1.948
20.8	20.2	1.766
20.1	20.1	1.639
21.5	21.6	1.515
25.6	26.1	1.472
25.8	27.3	1.262
28.2	28.2	1.201
20.8	21.3	1.029
21.6	21.4	1.072
24.9	23.8	1.708
14.7	18.6	1.718
15.6	18.6	1.531
17.9	20.4	1.657
20.3	20.7	1.855
16.1	14.7	1.745
13.2	14.1	1.433
15.1	16.8	1.239
18.2	18.6	1.162
16.8	17.2	1.154
21.9	22.7	1.139
15.8	16.2	1.186
18	18.1	1.655
21.6	21.3	2.433
20.1	20.4	2.448
22.9	22.3	2.007
26.5	26.4	1.804
23.6	24.4	1.565
16.3	18.5	1.368
19.5	21.7	1.174
20.5	21.5	1.139
21.7	22.7	1.185
23.1	23.4	1.028
21.2	21.6	0.913
19.1	19.6	0.965
17.9	18.8	1.19
16.4	18.5	2.151
17.7	18.9	2.469
21.1	21	2.272
16.2	17.4	1.989
16.2	18.1	1.547
17.2	17.8	1.388
15.1	15.6	1.307
16	16.7	1.289
18.5	20.2	1.258
24.3	22.9	1.204
26	25.3	1.097
25.3	24.5	0.987
23.4	23.9	0.884
22	22	0.789
19.3	20.3	0.701
21.5	22	0.846
21.3	21.3	1.072
19.3	20.5	1.153
18.6	19.6	1.658
20.5	21.3	2.995
20.5	20.2	1.844
20.7	20.2	0.934
20.7	21.1	0.829
20	20.7	0.85
17.7	17.2	0.732
14.8	15.6	0.82
17	17.2	3.35
20.3	20.1	8.277
19.6	19.8	7.476
22.1	21.1	4.723
23.4	22.6	3.429
24.2	22.3	2.367
22	22.6	1.627
21.6	21.9	1.497
18.7	19.1	1.246
21.1	20.2	0.89
21.9	21.4	1.022
23.8	21.6	1.236
23.6	22.2	1.305
23.2	22.4	1.252
21.3	21.4	1.155
21.8	21.7	1.066
21.3	20.6	1.041
22.7	22.2	0.993
16	16.6	0.927
15.9	15.4	1.021
19.6	18.4	2.126
22.2	20.3	2.51
17.9	18	2
17.4	18.7	1.725
19.1	18.6	1.523
21.2	20.3	1.385
21.8	20.2	1.298
19.6	18.9	1.23
15.6	17.1	1.136
13.2	12.4	1.079
12	13	1.024
13.8	15.1	0.957
10.3	11.7	0.935
10.2	10.8	0.949
10.8	12.2	0.954
11.3	15	0.981
13.7	14.1	1.05
13.5	13.1	1.034
11.8	14.2	0.991
10.3	11.4	1.023
10.6	11.5	1.039
7.3	8.2	1.176
5.8	6.1	1.21
